,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
469,ASIANPAINT,EQ,1186.4,1193.35,1165.55,1174.5,1175.0,1182.3,1339044,1571485596.65,2016-10-18,52459,INE021A01026
470,ASIANPAINT,EQ,860.0,873.25,846.5,854.9,853.0,855.7,1089266,933558918.05,2016-02-12,57384,INE021A01026
471,ASIANPAINT,EQ,1025.35,1037.45,1024.6,1032.75,1031.6,1026.3,755934,779701085.3,2016-06-07,42977,INE021A01026
472,ASIANPAINT,EQ,1048.0,1059.6,1027.9,1037.35,1037.15,1043.05,829767,866100822.15,2016-11-07,36837,INE021A01026
473,ASIANPAINT,EQ,1069.9,1073.8,1052.2,1061.8,1064.0,1060.75,765267,812601578.0,2016-07-27,24233,INE021A01026
474,ASIANPAINT,EQ,1188.0,1224.0,1185.0,1208.75,1206.25,1192.55,1080751,1307806772.1,2016-10-05,35729,INE021A01026
475,ASIANPAINT,EQ,1189.0,1219.0,1189.0,1212.65,1211.0,1184.6,570180,689030892.05,2016-10-10,22870,INE021A01026
476,ASIANPAINT,EQ,876.2,892.45,871.7,880.8,880.5,878.75,709103,625403993.1,2016-01-04,28981,INE021A01026
477,ASIANPAINT,EQ,870.0,884.0,861.6,873.85,873.95,874.6,801102,700121041.65,2016-01-11,27299,INE021A01026
478,ASIANPAINT,EQ,867.9,881.8,858.05,875.7,879.0,865.8,1174011,1021728684.05,2016-03-08,79220,INE021A01026
479,ASIANPAINT,EQ,991.9,1001.8,986.45,998.25,996.75,991.85,1105534,1101383383.5,2016-05-27,32870,INE021A01026
480,ASIANPAINT,EQ,970.95,970.95,869.0,890.8,892.0,962.3,5354021,4802002337.85,2016-11-15,162791,INE021A01026
481,ASIANPAINT,EQ,986.0,1002.0,986.0,998.4,996.0,986.5,731016,727298663.75,2016-06-15,32296,INE021A01026
482,ASIANPAINT,EQ,1074.0,1153.8,1068.0,1128.0,1125.3,1061.8,5831636,6559049852.75,2016-07-28,141212,INE021A01026
483,ASIANPAINT,EQ,866.0,872.2,853.0,858.7,859.0,854.9,703958,605490976.45,2016-02-15,44380,INE021A01026
484,ASIANPAINT,EQ,1112.7,1129.65,1108.15,1126.25,1129.05,1113.9,684493,767581063.3,2016-08-23,25722,INE021A01026
485,ASIANPAINT,EQ,910.0,941.6,895.25,937.65,939.25,904.85,1881935,1735927447.8,2016-12-05,61937,INE021A01026
486,ASIANPAINT,EQ,1208.1,1208.4,1178.5,1182.3,1185.0,1205.75,365921,434705620.35,2016-10-17,20706,INE021A01026
487,ASIANPAINT,EQ,903.0,907.5,886.0,888.6,888.5,899.25,783143,702879797.1,2016-02-08,34992,INE021A01026
488,ASIANPAINT,EQ,1029.25,1036.4,1020.0,1028.55,1025.3,1030.7,529012,543024290.6,2016-07-20,14293,INE021A01026
489,ASIANPAINT,EQ,1044.75,1060.0,1040.0,1057.0,1054.2,1037.35,780312,819095359.35,2016-11-08,23796,INE021A01026
490,ASIANPAINT,EQ,1029.0,1029.0,1011.25,1018.05,1019.0,1032.75,933533,949762325.05,2016-06-08,29168,INE021A01026
491,ASIANPAINT,EQ,903.0,906.5,876.15,884.6,884.55,899.35,954046,846974291.6,2016-03-15,29343,INE021A01026
492,ASIANPAINT,EQ,860.0,861.45,849.6,851.55,850.85,858.25,448087,382138958.55,2016-04-08,23726,INE021A01026
493,ASIANPAINT,EQ,1201.0,1203.5,1185.0,1191.2,1192.0,1192.0,668223,799146708.25,2016-09-23,27537,INE021A01026
494,ASIANPAINT,EQ,1145.1,1172.5,1142.05,1158.5,1160.0,1144.4,965848,1123767778.75,2017-12-29,41074,INE021A01026
